statement,alternative_a,alternative_b,alternative_c,alternative_d,alternative_e,correct_answer,position,board,contest,subject,topic,year,explanation,organization,exam,page,question,references,keywords,status,package,package_version,origin
"A sindrome metabolica e caracterizada pela associacao de fatores de risco cardiovascular que tipicamente inclui, entre outros criterios, obesidade abdominal, alteracao da pressao arterial, alteracao da glicemia de jejum e:","alteracao do perfil lipidico (triglicerideos elevados e HDL-colesterol reduzido).","presenca isolada de anemia ferropriva.","hipotireoidismo confirmado laboratorialmente, obrigatoriamente.","presenca de infeccao urinaria de repeticao.","diagnostico previo de artrite reumatoide.","A","enfermeiro","fundacao-vunesp","","enfermagem-medico-cirurgica","doencas-endocrino-metabolicas","","Os criterios classicos de sindrome metabolica incluem obesidade abdominal, alteracao pressorica, alteracao glicemica e dislipidemia (triglicerideos elevados, HDL reduzido).","","","","","Sociedade Brasileira de Diabetes; Sociedade Brasileira de Cardiologia.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"A Doenca Pulmonar Obstrutiva Cronica (DPOC) caracteriza-se por limitacao ao fluxo aereo, geralmente progressiva, associada principalmente a:","exposicao a particulas ou gases nocivos, sendo o tabagismo o principal fator de risco.","infeccao viral aguda isolada, sem relacao com exposicao ambiental.","alergia alimentar.","uso cronico de anti-inflamatorios nao esteroidais.","hipertensao arterial nao controlada, exclusivamente.","A","enfermeiro","instituto-aocp","","enfermagem-medico-cirurgica","doencas-respiratorias-cronicas","","A DPOC esta associada principalmente a exposicao a particulas/gases nocivos, sendo o tabagismo o principal fator de risco.","","","","","Sociedade Brasileira de Pneumologia e Tisiologia; Ministerio da Saude.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Na asma, doenca respiratoria cronica caracterizada por inflamacao e hiper-responsividade das vias aereas, um cuidado de enfermagem essencial na orientacao do paciente e:","orientar o uso correto da tecnica inalatoria dos dispositivos (bombinhas/espacadores), fator determinante para a eficacia do tratamento.","orientar suspensao do uso de broncodilatador de resgate assim que os sintomas melhorarem, mesmo que temporariamente.","orientar que a asma nao exige acompanhamento continuo, apenas tratamento nas crises.","desestimular o uso de espacadores por serem desnecessarios.","orientar que corticoide inalatorio deve ser usado apenas durante crises agudas.","A","enfermeiro","idecan","","enfermagem-medico-cirurgica","doencas-respiratorias-cronicas","","A orientacao correta da tecnica inalatoria e determinante para a eficacia do tratamento da asma; a asma exige acompanhamento continuo, incluindo uso regular de corticoide inalatorio de manutencao, nao apenas nas crises.","","","","","Sociedade Brasileira de Pneumologia e Tisiologia; GINA (Global Initiative for Asthma).","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Na fase cronica de reabilitacao de um paciente pos-Acidente Vascular Cerebral (AVC), o cuidado de enfermagem voltado a prevencao de complicacoes relacionadas a imobilidade inclui:","manter o paciente exclusivamente em decubito dorsal, sem mudanca de decubito.","realizar mudanca de decubito programada, estimular mobilizacao precoce e prevenir lesoes por pressao.","restringir toda mobilizacao ate alta hospitalar completa.","suspender fisioterapia motora apos a fase aguda.","manter restricao hidrica rigorosa independentemente da funcao renal.","B","enfermeiro","instituto-consulplan","","enfermagem-medico-cirurgica","doencas-renais-e-neurologicas-cronicas","","Mudanca de decubito programada, mobilizacao precoce e prevencao de lesao por pressao sao cuidados essenciais na reabilitacao pos-AVC.","","","","","Brunner & Suddarth, Enfermagem Medico-Cirurgica.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Um paciente com diagnostico de epilepsia, em acompanhamento ambulatorial, relata ao enfermeiro que interrompeu por conta propria o uso do anticonvulsivante prescrito por estar 'sem crises ha meses'. A orientacao de enfermagem tecnicamente adequada e:","parabenizar a decisao, ja que a ausencia de crises indica cura definitiva.","orientar que a suspensao abrupta da medicacao anticonvulsivante, sem orientacao medica, pode desencadear novas crises, e que qualquer ajuste deve ser feito com acompanhamento medico.","orientar que a medicacao deve ser tomada apenas quando o paciente perceber sinais de aura.","orientar dobrar a dose seguinte para compensar.","informar que nao ha necessidade de acompanhamento medico continuo em epilepsia controlada.","B","enfermeiro","cebraspe","","enfermagem-medico-cirurgica","doencas-renais-e-neurologicas-cronicas","","A suspensao abrupta de anticonvulsivante sem orientacao medica e risco reconhecido de recorrencia de crises; qualquer ajuste terapeutico deve ser conduzido com acompanhamento medico.","","","","","Brunner & Suddarth, Enfermagem Medico-Cirurgica.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"A Linha de Cuidado das Doencas Cronicas Nao Transmissiveis (DCNT) organiza a atencao a saude de forma:","fragmentada, restrita a atendimentos pontuais de urgencia.","continua e integrada, articulando os diferentes pontos de atencao da rede de saude (atencao primaria, especializada e hospitalar) ao longo do tempo.","exclusivamente hospitalar, sem participacao da atencao primaria.","restrita a uma unica consulta anual, sem acompanhamento longitudinal.","baseada apenas em encaminhamentos, sem qualquer coordenacao do cuidado.","B","enfermeiro","fgv","","enfermagem-medico-cirurgica","cuidado-cronico-e-linha-de-cuidado","","A Linha de Cuidado organiza a atencao de forma continua e integrada entre os pontos de atencao da rede, ao longo do tempo, nao de forma pontual ou fragmentada.","","","","","Ministerio da Saude, Plano de Acoes Estrategicas para o Enfrentamento das DCNT.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Diante de um paciente internado em unidade de clinica medica que apresenta subitamente dispneia intensa, dor toracica pleuritica e taquicardia, com suspeita de tromboembolismo pulmonar (TEP), a conduta imediata de enfermagem inclui:","posicionar o paciente em decubito ventral e aguardar melhora espontanea.","elevar a cabeceira, ofertar oxigenio suplementar conforme prescricao/protocolo, monitorizar sinais vitais e comunicar imediatamente a equipe medica.","estimular deambulacao imediata para 'melhorar a circulacao'.","administrar anticoagulante por conta propria, sem prescricao medica.","aguardar a proxima visita medica de rotina, sem comunicacao imediata.","B","enfermeiro","ibfc","","enfermagem-medico-cirurgica","emergencias-clinicas","","Diante de suspeita de TEP, a conduta imediata de enfermagem inclui elevar cabeceira, ofertar O2 conforme protocolo, monitorizar e comunicar a equipe medica com urgencia.","","","","","Brunner & Suddarth, Enfermagem Medico-Cirurgica.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Em um paciente que apresenta rebaixamento do nivel de consciencia e hipoglicemia confirmada por glicemia capilar, a conduta imediata de enfermagem, conforme protocolo institucional e prescricao, e:","administrar insulina rapida imediatamente.","administrar glicose (via oral, se o paciente estiver consciente e apto a deglutir, ou endovenosa, conforme prescricao/protocolo, se rebaixado), corrigindo a hipoglicemia.","aguardar a proxima glicemia capilar antes de qualquer conduta.","restringir todo tipo de aporte calorico ate avaliacao medica presencial.","administrar apenas agua, sem qualquer fonte de glicose.","B","enfermeiro","fundacao-vunesp","","enfermagem-medico-cirurgica","emergencias-clinicas","","A hipoglicemia deve ser corrigida imediatamente com glicose (oral, se consciente e apto a deglutir; endovenosa, se rebaixado), conforme prescricao/protocolo - administrar insulina agravaria o quadro.","","","","","Brunner & Suddarth, Enfermagem Medico-Cirurgica.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Um paciente internado apresenta, de forma subita, dor toracica em aperto, sudorese fria e nauseas, com suspeita de sindrome coronariana aguda. A conduta de enfermagem mais adequada, alem de comunicar imediatamente a equipe medica, e:","aguardar a piora dos sintomas antes de qualquer acao, para confirmar o diagnostico.","manter o paciente em repouso, monitorizar sinais vitais e realizar eletrocardiograma conforme protocolo institucional, preparando-se para possivel intervencao de urgencia.","estimular a deambulacao imediata para avaliar tolerancia ao esforco.","oferecer alimentacao solida imediatamente para avaliar dor associada a digestao.","aguardar a visita medica de rotina do dia seguinte.","B","enfermeiro","cebraspe","","enfermagem-medico-cirurgica","emergencias-clinicas","","Diante de suspeita de sindrome coronariana aguda, o enfermeiro mantem o paciente em repouso, monitoriza sinais vitais, realiza ECG conforme protocolo e se prepara para possivel intervencao de urgencia, sem aguardar piora ou postergar a comunicacao.","","","","","Sociedade Brasileira de Cardiologia; Brunner & Suddarth.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Conforme a Resolucao COFEN no 710/2022, compete privativamente ao Enfermeiro, no processo de doacao, captacao e transplante de orgaos, tecidos e celulas:","apenas o transporte do material biologico, sem qualquer atribuicao assistencial.","planejar, coordenar, executar, supervisionar e avaliar as acoes da equipe de enfermagem prestadas ao doador (vivo ou falecido), aos familiares e ao receptor, bem como ao material biologico destinado a transplante.","exclusivamente a assinatura do termo de consentimento familiar, sem qualquer participacao assistencial.","a decisao medica sobre morte encefalica, atribuicao exclusiva de enfermagem.","nenhuma atribuicao especifica, sendo o processo de competencia exclusivamente medica.","B","enfermeiro","fgv","","enfermagem-medico-cirurgica","doacao-e-transplante-de-orgaos","","A Resolucao COFEN no 710/2022 estabelece como competencia privativa do Enfermeiro planejar, coordenar, executar, supervisionar e avaliar as acoes de enfermagem no processo de doacao/captacao/transplante.","","","","","COFEN, Resolucao no 710/2022.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Entre as modalidades terapeuticas do tratamento oncologico previstas na Politica Nacional de Atencao Oncologica (Portaria MS/GM no 2.439/2005), a quimioterapia neoadjuvante (pre-operatoria) tem como principal finalidade:","eliminar definitivamente a necessidade de cirurgia em todos os casos.","reduzir o volume tumoral antes da cirurgia, facilitando a ressecao e, quando possivel, tornando operavel um tumor inicialmente irressecavel.","substituir integralmente a radioterapia em qualquer protocolo.","ser administrada exclusivamente apos a alta hospitalar definitiva.","eliminar a necessidade de acompanhamento oncologico posterior.","B","enfermeiro","ibfc","","enfermagem-medico-cirurgica","oncologia-modalidades-terapeuticas","","A quimioterapia neoadjuvante visa reduzir o volume tumoral antes da cirurgia, facilitando a ressecao e, em alguns casos, tornando operavel um tumor inicialmente irressecavel.","","","","","Ministerio da Saude, Portaria MS/GM no 2.439/2005; Cartilha ABC do Cancer (MS, 2020).","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Na administracao de quimioterapia antineoplasica, um cuidado de enfermagem essencial para a seguranca do paciente e do profissional e:","administrar o quimioterapico sem verificacao previa de acesso venoso, para agilizar o atendimento.","verificar rigorosamente o acesso venoso antes e durante a infusao, monitorizando sinais de extravasamento, e utilizar equipamentos de protecao individual conforme protocolo de manuseio de antineoplasicos.","descartar as sobras de quimioterapico no lixo comum, sem separacao especial.","dispensar a checagem dupla de dose em qualquer situacao.","permitir que o paciente manipule livremente o equipo de infusao do quimioterapico.","B","enfermeiro","fundacao-vunesp","","enfermagem-medico-cirurgica","oncologia-assistencia-de-enfermagem","","A seguranca na administracao de quimioterapicos exige verificacao rigorosa do acesso venoso, monitorizacao de extravasamento e uso de EPI conforme protocolo institucional.","","","","","Brunner & Suddarth, Enfermagem Medico-Cirurgica; protocolos de manuseio de antineoplasicos.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Um paciente em quimioterapia antineoplasica apresenta, durante a infusao, dor, edema e eritema no local de puncao venosa, com suspeita de extravasamento do quimioterapico. A conduta imediata de enfermagem e:","aumentar a velocidade de infusao para 'concluir logo' a aplicacao.","interromper imediatamente a infusao, aspirar o maximo possivel do farmaco extravasado pelo acesso, sem remove-lo de imediato, e comunicar a equipe medica para conduta especifica conforme protocolo institucional.","remover imediatamente o acesso venoso e aplicar calor local, independentemente do agente extravasado.","continuar a infusao normalmente, pois e reacao esperada.","administrar analgesico oral e liberar o paciente para casa.","B","enfermeiro","instituto-aocp","","enfermagem-medico-cirurgica","oncologia-assistencia-de-enfermagem","","Diante de suspeita de extravasamento, a conduta e interromper a infusao, aspirar o farmaco extravasado pelo proprio acesso (sem remove-lo de imediato) e comunicar a equipe medica para conduta especifica conforme o agente envolvido.","","","","","Protocolos de manuseio de antineoplasicos; Brunner & Suddarth.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"De acordo com o Manual do Pe Diabetico (Ministerio da Saude, 2016), a orientacao de enfermagem para prevencao de lesoes em pacientes com neuropatia diabetica inclui:","recomendar caminhar descalco em ambientes domesticos, para 'fortalecer' a sensibilidade plantar.","orientar inspecao diaria dos pes (inclusive plantas e espacos interdigitais), uso de calcados adequados e hidratacao da pele, evitando andar descalco.","recomendar cortar as unhas em formato arredondado rente a pele, sem qualquer outro cuidado.","orientar uso de agua muito quente para melhorar a circulacao periferica.","dispensar a inspecao dos pes quando o paciente relata nao sentir dor.","B","enfermeiro","idecan","","enfermagem-medico-cirurgica","pe-diabetico-e-doencas-cronicas","","A prevencao de lesoes em pe diabetico inclui inspecao diaria, calcados adequados, hidratacao da pele e a orientacao de nunca andar descalco; a ausencia de dor (por neuropatia) nao dispensa a inspecao, ao contrario, a reforca.","","","","","Ministerio da Saude, Manual do Pe Diabetico (2016).","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Em relacao a terapia antirretroviral (TARV) no tratamento do HIV/Aids, um dos pontos centrais da orientacao de enfermagem ao paciente e:","a adesao rigorosa ao esquema terapeutico prescrito, nos horarios corretos, para manter a supressao viral e reduzir o risco de resistencia.","a possibilidade de suspender a medicacao livremente sempre que os exames estiverem 'bons'.","a desnecessidade de acompanhamento laboratorial periodico apos inicio da TARV.","a substituicao da TARV por terapias alternativas sem base cientifica, a criterio do paciente.","a administracao da TARV apenas em periodos de sintomas.","A","enfermeiro","instituto-consulplan","","enfermagem-medico-cirurgica","assistencia-de-enfermagem-ao-paciente-com-hiv-aids","","A adesao rigorosa a TARV nos horarios corretos e central para manter a supressao viral e reduzir risco de resistencia viral.","","","","","Ministerio da Saude, Protocolo Clinico e Diretrizes Terapeuticas para Manejo da Infeccao pelo HIV.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Em relacao ao sigilo e a confidencialidade das informacoes de saude do paciente vivendo com HIV/Aids, a conduta de enfermagem eticamente correta e:","compartilhar o diagnostico com familiares e colegas de trabalho do paciente, independentemente de autorizacao, por 'interesse coletivo'.","preservar o sigilo das informacoes de saude do paciente, compartilhando-as apenas com a equipe assistencial diretamente envolvida no cuidado ou mediante autorizacao do proprio paciente.","registrar o diagnostico de forma visivel na porta do quarto, para 'alertar' a equipe.","informar o diagnostico a qualquer pessoa que solicite, sem necessidade de autorizacao.","recusar atendimento ao paciente por medo de contaminacao.","B","enfermeiro","cebraspe","","enfermagem-medico-cirurgica","assistencia-de-enfermagem-ao-paciente-com-hiv-aids","","O sigilo das informacoes de saude deve ser preservado, restrito a equipe assistencial envolvida no cuidado ou mediante autorizacao do paciente, conforme principios eticos da profissao.","","","","","COFEN, Codigo de Etica dos Profissionais de Enfermagem (Resolucao no 564/2017).","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"A dermatite de contato irritativa, reacao cutanea comum em profissionais de saude relacionada ao uso frequente de luvas e produtos de higienizacao das maos, caracteriza-se por:","ser mediada exclusivamente por resposta imunologica de hipersensibilidade tardia, como a dermatite de contato alergica.","resultar de lesao direta a barreira cutanea por agentes irritantes (ex.: alcool, saboes, atrito das luvas), sem necessariamente envolver sensibilizacao imunologica previa.","ocorrer apenas em pessoas com historico previo de alergia alimentar.","ser sempre mais grave que a dermatite de contato alergica.","exigir, obrigatoriamente, biopsia de pele para o diagnostico em todos os casos.","B","enfermeiro","fgv","","enfermagem-medico-cirurgica","dermatite-de-contato-e-reacoes-cutaneas","","A dermatite de contato irritativa resulta de lesao direta a barreira cutanea por agentes irritantes, sem necessariamente envolver sensibilizacao imunologica previa - diferente da dermatite de contato alergica, mediada por hipersensibilidade tardia.","","","","","Sociedade Brasileira de Dermatologia.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Uma medida de enfermagem recomendada para a prevencao de dermatite de contato relacionada ao uso de luvas e a higienizacao frequente das maos entre profissionais de saude e:","higienizacao das maos, secagem adequada e uso regular de hidratante/emoliente apos a jornada de contato com irritantes.","uso continuo de luvas por toda a jornada de trabalho, sem qualquer intervalo.","substituicao da higienizacao das maos por alcool em gel exclusivamente, sem qualquer outro cuidado com a pele.","uso de luvas de latex em profissionais ja sabidamente alergicos ao latex, sem alternativa.","evitar completamente a higienizacao das maos para preservar a barreira cutanea.","A","enfermeiro","ibfc","","enfermagem-medico-cirurgica","dermatite-de-contato-e-reacoes-cutaneas","","Higienizacao adequada, secagem correta e uso regular de hidratante/emoliente sao medidas reconhecidas de prevencao de dermatite de contato ocupacional; a higienizacao das maos nunca deve ser evitada, por ser medida essencial de seguranca do paciente.","","","","","Sociedade Brasileira de Dermatologia; ANVISA, protocolos de higienizacao das maos.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Na hipertensao arterial sistemica (HAS), o cuidado de enfermagem voltado ao controle nao medicamentoso inclui a orientacao sobre:","aumento da ingestao de sodio, para melhorar o paladar dos alimentos.","reducao da ingestao de sodio, controle do peso corporal, pratica regular de atividade fisica e reducao do consumo de alcool.","suspensao total de liquidos, independentemente da funcao renal.","uso irrestrito de anti-inflamatorios nao esteroidais para controle da dor.","sedentarismo como estrategia de controle pressorico.","B","enfermeiro","fundacao-vunesp","","enfermagem-medico-cirurgica","hipertensao-arterial-sistemica","","O controle nao medicamentoso da HAS inclui reducao de sodio, controle de peso, atividade fisica regular e reducao do consumo de alcool.","","","","","Ministerio da Saude, Caderno de Atencao Basica no 37; Sociedade Brasileira de Cardiologia.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Para a afericao correta da pressao arterial, conforme tecnica preconizada, o paciente deve estar, entre outras orientacoes:","com a bexiga cheia e apos a pratica recente de exercicio fisico.","em repouso de pelo menos 5 minutos, com a bexiga vazia, sem ter fumado, ingerido cafeina ou praticado exercicio fisico nos 30 minutos anteriores a medida.","em pe, sem apoio para o braco, imediatamente apos subir escadas.","com as pernas cruzadas, para maior conforto.","falando ao telefone durante a medida, para 'distrair' e evitar ansiedade.","B","enfermeiro","instituto-aocp","","enfermagem-medico-cirurgica","hipertensao-arterial-sistemica","","A tecnica correta de afericao pressorica exige repouso previo, bexiga vazia e ausencia de fumo/cafeina/exercicio nos 30 minutos anteriores, entre outras condicoes padronizadas.","","","","","Sociedade Brasileira de Cardiologia, Diretrizes Brasileiras de Hipertensao Arterial.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
"Um paciente hipertenso em acompanhamento ambulatorial relata, ao enfermeiro, cefaleia occipital pela manha e tontura ocasional, mas afirma ter suspendido a medicacao anti-hipertensiva por conta propria 'por estar se sentindo bem'. A conduta de enfermagem adequada e:","elogiar a decisao, ja que a ausencia de sintomas graves indica que a medicacao nao era mais necessaria.","orientar sobre os riscos da suspensao sem acompanhamento medico, reforcar a importancia da adesao continua ao tratamento (a HAS frequentemente e assintomatica mesmo com pressao elevada) e encaminhar para reavaliacao medica.","orientar aumento da dose por conta propria para compensar o tempo sem medicacao.","informar que a HAS nao requer tratamento continuo, apenas quando sintomatica.","recomendar substituicao da medicacao por chas caseiros, sem acompanhamento medico.","B","enfermeiro","idecan","","enfermagem-medico-cirurgica","hipertensao-arterial-sistemica","","A HAS e frequentemente assintomatica mesmo com pressao elevada; a suspensao do tratamento sem acompanhamento medico e risco reconhecido, e a orientacao de enfermagem deve reforcar adesao e encaminhar para reavaliacao.","","","","","Sociedade Brasileira de Cardiologia, Diretrizes Brasileiras de Hipertensao Arterial.","","ACTIVE","banco-de-questoes-enfermagem","1.0","inedito"
