statement,alternative_a,alternative_b,alternative_c,alternative_d,alternative_e,correct_answer,position,board,contest,subject,topic,year,explanation,organization,exam,page,question,references,keywords,status,package,package_version,origin
"Na Politica Nacional de Humanizacao (PNH), a diretriz de ""Cogestao"" propoe","a centralizacao das decisoes de gestao exclusivamente na equipe dirigente da instituicao, reduzindo a participacao de trabalhadores e usuarios a um papel consultivo nao vinculante.","a inclusao de trabalhadores, gestores e usuarios nos processos de analise, decisao e avaliacao da gestao em saude, ampliando a corresponsabilidade e o compartilhamento do poder decisorio.","a substituicao dos colegiados gestores por decisoes tecnicas individuais tomadas por especialistas, para evitar a morosidade de processos coletivos.","a delegacao total da gestao de cada unidade de saude aos usuarios, retirando dos trabalhadores qualquer responsabilidade sobre o processo decisorio.","a padronizacao nacional de um unico modelo de gestao hospitalar, sem espaco para arranjos locais de colegiado gestor.",B,enfermeiro,fgv,,politicas-publicas-de-saude,politica-nacional-de-humanizacao-pnh,,"Cogestao amplia o compartilhamento do poder decisorio entre trabalhadores, gestores e usuarios - nao centraliza (A), nao elimina processos coletivos (C), nao transfere tudo aos usuarios (D) e nao impoe um modelo unico e rigido (E).",,,,,"HumanizaSUS - Politica Nacional de Humanizacao (Ministerio da Saude, 2003).",,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
"Em setembro de 2024, o Ministerio da Saude instituiu, por meio de portaria que altera a Portaria de Consolidacao GM/MS no 3/2017, uma reestruturacao da politica de atencao materno-infantil do SUS, anteriormente conhecida como Rede Cegonha. Sobre essa reestruturacao, e correto afirmar que","a nova politica manteve o nome ""Rede Cegonha"", apenas atualizando seus componentes assistenciais, sem qualquer mudanca de nomenclatura.","a politica passou a se chamar Rede Alyne, em homenagem a uma mulher negra que morreu gravida por falta de atendimento adequado, e busca reorganizar e qualificar a rede de cuidado materno-infantil.","a reestruturacao extinguiu qualquer politica nacional voltada a saude materno-infantil, transferindo a responsabilidade exclusivamente aos estados.","a nova denominacao e de uso exclusivamente academico, nao tendo sido formalizada por nenhum ato normativo do Ministerio da Saude.","a reestruturacao vinculou a politica exclusivamente ao financiamento privado, extinguindo o cofinanciamento tripartite do SUS.",B,enfermeiro,instituto-aocp,,politicas-publicas-de-saude,rede-alyne-ex-rede-cegonha,,"A Rede Cegonha foi reestruturada e renomeada como Rede Alyne (Portaria GM/MS no 5.350/2024), em homenagem a Alyne Pimentel. A nega a mudanca de nome; C, D, E sao distorcoes sem base normativa.",,,,,"Portaria GM/MS no 5.350, de 12 de setembro de 2024 (institui a Rede Alyne, alterando a Portaria de Consolidacao GM/MS no 3/2017).",,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
"A estrategia federal lancada em 2024 para reorganizar o cuidado materno-infantil no SUS, hoje denominada Rede Alyne, estabeleceu como uma de suas metas principais",a reducao da mortalidade materna em 25% ate o ano de 2027.,a erradicacao total da mortalidade materna em territorio nacional ate 2025.,"a reducao da mortalidade materna restrita as capitais dos estados, sem meta para os demais municipios.",o aumento do numero de partos cirurgicos como estrategia prioritaria de seguranca materna.,"a meta e exclusivamente qualitativa, sem nenhum indicador numerico de referencia estabelecido.",A,enfermeiro,instituto-consulplan,,politicas-publicas-de-saude,rede-alyne-ex-rede-cegonha,,O Ministerio da Saude estabeleceu a meta de reducao de 25% da mortalidade materna ate 2027. B exagera; C restringe indevidamente; D contraria diretrizes de boas praticas obstetricas; E nega a existencia de meta numerica.,,,,,"Ministerio da Saude - lancamento da Rede Alyne (setembro de 2024), Portaria GM/MS no 5.350/2024.",,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
Assinale a alternativa correta quanto ao instrumento normativo que formalizou a criacao da Rede Alyne.,"A Rede Alyne foi instituida por uma lei ordinaria aprovada pelo Congresso Nacional, e nao por portaria ministerial.","A Rede Alyne foi instituida por portaria que altera a Portaria de Consolidacao GM/MS no 3/2017, a mesma consolidacao que reune as normas sobre redes de atencao a saude no SUS.","A Rede Alyne foi instituida por resolucao do Conselho Nacional de Saude, sem qualquer ato do Poder Executivo federal.","A Rede Alyne foi instituida por decreto presidencial autonomo, sem relacao com portarias anteriores do Ministerio da Saude.","A Rede Alyne nao possui instrumento normativo proprio, sendo apenas uma campanha de comunicacao institucional sem efeito regulatorio.",B,enfermeiro,cebraspe,,politicas-publicas-de-saude,rede-alyne-ex-rede-cegonha,,"A Rede Alyne foi instituida por portaria (GM/MS no 5.350/2024) que altera a Portaria de Consolidacao GM/MS no 3/2017. A, C, D, E atribuem instrumentos normativos incorretos.",,,,,Portaria GM/MS no 5.350/2024; Portaria de Consolidacao GM/MS no 3/2017.,,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
"A Rede de Atencao Psicossocial (RAPS), instituida pela Portaria no 3.088/2011 e consolidada na Portaria de Consolidacao GM/MS no 3/2017, organiza-se em componentes articulados. Avalie as afirmativas a seguir. I. A Atencao Basica em Saude integra a RAPS, incluindo as equipes de Atencao Basica, os Consultorios na Rua e os Centros de Convivencia. II. A Atencao Psicossocial Especializada e realizada, entre outros pontos, pelos Centros de Atencao Psicossocial (CAPS), em suas diferentes modalidades. III. As Estrategias de Desinstitucionalizacao, como os Servicos Residenciais Terapeuticos e o Programa de Volta para Casa, integram a RAPS. IV. A RAPS restringe-se exclusivamente a servicos de nivel hospitalar, nao incluindo nenhum ponto de atencao da Atencao Basica. Esta correto o que se afirma em","I, II e III, apenas.","I e II, apenas.","II e III, apenas.","I, II, III e IV.","IV, apenas.",A,enfermeiro,fgv,,politicas-publicas-de-saude,rede-de-atencao-psicossocial-raps,,"Os itens I-III descrevem corretamente 3 dos 7 componentes da RAPS; o item IV contraria diretamente a estrutura multicomponente da rede, que inclui a Atencao Basica.",,,,,"Portaria no 3.088/2011, consolidada na Portaria de Consolidacao GM/MS no 3/2017, Anexo III.",,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
"Sobre as modalidades de Centros de Atencao Psicossocial (CAPS) que compoem a Rede de Atencao Psicossocial, e correto afirmar que","a modalidade CAPS AD e destinada exclusivamente ao atendimento de criancas e adolescentes com transtornos mentais, sem relacao com uso de alcool e outras drogas.","o CAPS III se diferencia dos CAPS I e II, entre outros aspectos, por oferecer acolhimento noturno e funcionamento vinte e quatro horas, incluindo finais de semana e feriados.","todas as modalidades de CAPS tem exatamente o mesmo porte populacional de referencia, nao havendo distincao por tamanho do municipio.","o CAPS i e destinado ao atendimento de idosos com transtornos mentais graves e persistentes, sendo a sigla ""i"" referente a ""idoso"".",a existencia de CAPS em um municipio dispensa a necessidade de articulacao com a Atencao Basica ou com servicos hospitalares.,B,enfermeiro,instituto-aocp,,politicas-publicas-de-saude,rede-de-atencao-psicossocial-raps,,"O CAPS III e a modalidade com funcionamento 24h, incluindo acolhimento noturno. A troca o publico do CAPS AD; C nega a diferenciacao por porte populacional; D erra o significado de ""i"" (infantojuvenil, nao idoso); E contraria a logica de rede articulada.",,,,,"Portaria no 3.088/2011, consolidada na Portaria de Consolidacao GM/MS no 3/2017, Anexo III.",,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
"Os Servicos Residenciais Terapeuticos (SRT), previstos como estrategia de desinstitucionalizacao na Rede de Atencao Psicossocial, destinam-se a","internar temporariamente pacientes em crise aguda por periodo superior a seis meses, substituindo a internacao hospitalar tradicional.","oferecer moradia a pessoas egressas de internacoes psiquiatricas de longa permanencia, especialmente aquelas sem suporte familiar ou social, favorecendo a reinsercao comunitaria.","substituir integralmente as equipes de Atencao Basica no acompanhamento de pessoas com transtorno mental, concentrando todo o cuidado no ambiente residencial.",funcionar exclusivamente como centros de triagem para posterior encaminhamento a hospitais psiquiatricos.,"atender exclusivamente criancas e adolescentes em conflito com a lei, sem relacao com a Rede de Atencao Psicossocial.",B,enfermeiro,ibfc,,politicas-publicas-de-saude,rede-de-atencao-psicossocial-raps,,"Os SRT oferecem moradia a egressos de longas internacoes psiquiatricas sem suporte social, favorecendo a desinstitucionalizacao e a reinsercao comunitaria. A inverte a logica; C, D, E distorcem a finalidade do servico.",,,,,"Portaria no 3.088/2011, consolidada na Portaria de Consolidacao GM/MS no 3/2017, Anexo III.",,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
"Sobre o historico da Estrategia Saude da Familia (ESF) no Brasil, e correto afirmar que","a iniciativa foi criada em 1994 como Programa Saude da Familia (PSF), sendo posteriormente compreendida nao mais como um programa paralelo, mas como uma estrategia estruturante de reorientacao do modelo assistencial da Atencao Basica.","a ESF nunca teve qualquer denominacao anterior, tendo sido criada com esse nome definitivo desde sua origem, na decada de 1970.","o PSF e a ESF sao iniciativas distintas e simultaneas, implementadas por ministerios diferentes, sem qualquer relacao historica entre si.","a ESF substituiu o PSF em 2017, com a publicacao da primeira Politica Nacional de Atencao Basica.","a criacao do PSF antecede a criacao do proprio SUS, tendo sido incorporada a ele posteriormente.",A,enfermeiro,fgv,,politicas-publicas-de-saude,estrategia-saude-da-familia-esf,,"O PSF, criado em 1994, deixou de ser tratado como programa pontual e passou a ser compreendido como estrategia estruturante de reorganizacao da Atencao Basica. B, C, D, E contem erros cronologicos ou de relacao historica.",,,,,Portaria no 2.436/2017 GM/MS (PNAB) - historico da Estrategia Saude da Familia.,,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
A Estrategia Saude da Familia (ESF) operacionaliza os principios da Atencao Primaria por meio da adscricao de um territorio definido a cada equipe. Essa adscricao territorial tem como principal finalidade,"restringir o acesso da populacao residente fora da area adscrita a qualquer atendimento de urgencia, independentemente da gravidade do caso.","favorecer o vinculo longitudinal entre a equipe e a populacao, permitindo o conhecimento das condicoes de vida, saude e das dinamicas sociais e familiares do territorio ao longo do tempo.","determinar exclusivamente criterios de rateio financeiro entre municipios vizinhos, sem qualquer finalidade assistencial.","impedir que qualquer usuario troque de equipe de referencia, mesmo em caso de mudanca de endereco.","substituir a necessidade de cadastro individual das familias, ja que a adscricao territorial supre essa exigencia.",B,enfermeiro,ibfc,,politicas-publicas-de-saude,estrategia-saude-da-familia-esf,,"A adscricao territorial viabiliza o vinculo longitudinal, atributo central da APS operacionalizado pela ESF. A restringe indevidamente o acesso a urgencias; C reduz a finalidade a criterio financeiro; D nega a atualizacao cadastral; E nega a necessidade real de cadastro.",,,,,Portaria no 2.436/2017 GM/MS (PNAB).,,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
"Quanto aos criterios de dimensionamento populacional das equipes de Saude da Familia previstos na Politica Nacional de Atencao Basica, assinale a alternativa correta.","O numero de pessoas por equipe de Saude da Familia e sempre fixo e identico em todo o territorio nacional, independentemente do grau de vulnerabilidade social da populacao adscrita.","A Politica Nacional de Atencao Basica preve a possibilidade de ajuste no dimensionamento populacional por equipe, considerando o grau de vulnerabilidade social do territorio, entre outros criterios definidos pela gestao local.","O dimensionamento populacional das equipes e definido exclusivamente pelo governo federal, sem qualquer margem de decisao para a gestao municipal.","Territorios de maior vulnerabilidade social devem obrigatoriamente ter populacao adscrita por equipe maior do que territorios de baixa vulnerabilidade, para otimizar recursos.","A Politica Nacional de Atencao Basica nao estabelece nenhum parametro de referencia populacional, deixando o tema inteiramente a criterio de cada equipe.",B,enfermeiro,cebraspe,,politicas-publicas-de-saude,estrategia-saude-da-familia-esf,,A PNAB permite ajustar o parametro populacional considerando vulnerabilidade social e outros criterios locais. A nega a flexibilidade; C nega a autonomia local; D inverte a logica (maior vulnerabilidade tende a exigir populacao adscrita menor); E nega a existencia de parametro de referencia.,,,,,Portaria no 2.436/2017 GM/MS (PNAB).,,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
"A Rede de Atencao as Urgencias e Emergencias (RUE), organizada como uma das redes tematicas da Rede de Atencao a Saude, e constituida por componentes articulados. Avalie as afirmativas a seguir. I. Promocao, Prevencao e Vigilancia a Saude constituem um dos componentes da RUE. II. O Servico de Atendimento Movel de Urgencia (SAMU 192) e um dos componentes de atencao pre-hospitalar movel da RUE. III. As Unidades de Pronto Atendimento (UPA) e outros servicos de urgencia 24 horas compoem o componente de atencao pre-hospitalar fixa. IV. A Atencao Domiciliar nao integra a RUE em nenhuma hipotese, sendo de competencia exclusiva da Atencao Basica. Esta correto o que se afirma em","I, II e III, apenas.","I e II, apenas.","II e III, apenas.","I, II, III e IV.","IV, apenas.",A,enfermeiro,instituto-consulplan,,politicas-publicas-de-saude,rede-de-atencao-as-urgencias-e-emergencias-rue,,"I, II e III descrevem componentes reais da RUE; IV nega indevidamente a Atencao Domiciliar como componente da RUE, quando na verdade ela integra a rede.",,,,,"Portaria de Consolidacao GM/MS no 3/2017, Anexo III (consolidou a Portaria no 1.600/2011).",,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
"O principal objetivo da Rede de Atencao as Urgencias e Emergencias (RUE), enquanto politica publica organizadora do cuidado no SUS, e","concentrar todo o atendimento de urgencia exclusivamente em hospitais de grande porte, eliminando os demais pontos de atencao.","articular e integrar os diferentes pontos de atencao, ampliando e qualificando o acesso humanizado e integral aos usuarios em situacao de urgencia e emergencia, de forma agil e oportuna.","restringir o acesso ao atendimento de urgencia a casos previamente agendados, eliminando a demanda espontanea.","transferir a responsabilidade pelo atendimento de urgencia exclusivamente para a iniciativa privada, com repasse posterior ao SUS.","padronizar um unico protocolo clinico nacional, sem permitir adaptacao regional as diferentes realidades epidemiologicas.",B,enfermeiro,fgv,,politicas-publicas-de-saude,rede-de-atencao-as-urgencias-e-emergencias-rue,,"A RUE busca justamente articular pontos de atencao em rede, ampliando o acesso agil e humanizado. A concentra indevidamente em um so nivel; C nega a natureza da urgencia; D e E distorcem a logica publica e regionalizada da rede.",,,,,"Portaria de Consolidacao GM/MS no 3/2017, Anexo III.",,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
Assinale a alternativa correta quanto ao instrumento normativo hoje vigente para a Rede de Atencao as Urgencias e Emergencias (RUE).,"A RUE permanece regida exclusivamente pela Portaria no 1.600, de 2011, em sua redacao original, sem qualquer ato normativo posterior.","A RUE esta atualmente disciplinada pela Portaria de Consolidacao GM/MS no 3/2017, Anexo III, que consolidou a Portaria no 1.600/2011 e demais normas correlatas sobre redes de atencao a saude.","A RUE deixou de ter qualquer base normativa federal, sendo regulamentada exclusivamente por normas estaduais.","A RUE foi revogada em definitivo, nao havendo mais politica publica federal especifica para urgencia e emergencia.","A RUE foi incorporada ao SAMU 192, deixando de existir como rede autonoma.",B,enfermeiro,cebraspe,,politicas-publicas-de-saude,rede-de-atencao-as-urgencias-e-emergencias-rue,,"A citacao correta hoje e a Portaria de Consolidacao no 3/2017, Anexo III - citar apenas a Portaria no 1.600/2011 isolada ignora a consolidacao; C, D, E sao distorcoes sem base normativa.",,,,,"Portaria de Consolidacao GM/MS no 3/2017, Anexo III.",,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
"As Redes de Atencao a Saude (RAS), conforme o marco conceitual consolidado na Portaria de Consolidacao GM/MS no 3/2017, Anexo III, estruturam-se a partir de tres elementos constitutivos fundamentais. Avalie as afirmativas a seguir. I. A populacao e a regiao de saude, definidas a partir de criterios geograficos e epidemiologicos, constituem elemento constitutivo da RAS. II. A estrutura operacional, formada pelos diferentes pontos de atencao e pelos sistemas de apoio, logistico e de governanca, constitui elemento constitutivo da RAS. III. O modelo de atencao a saude, que organiza o funcionamento da rede, constitui elemento constitutivo da RAS. Esta correto o que se afirma em","I, apenas.","I e II, apenas.","II e III, apenas.","I, II e III.",Nenhuma das afirmativas esta correta.,D,enfermeiro,fgv,,politicas-publicas-de-saude,redes-de-atencao-a-saude-ras,,"Os tres itens descrevem corretamente os elementos constitutivos classicos da RAS: populacao/regiao de saude, estrutura operacional e modelo de atencao.",,,,,"Portaria de Consolidacao GM/MS no 3/2017, Anexo III (consolidou a Portaria no 4.279/2010).",,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
A instituicao das Redes de Atencao a Saude (RAS) no ambito do SUS teve como principal justificativa,substituir definitivamente o modelo de atencao hospitalar por um modelo exclusivamente ambulatorial.,"superar a fragmentacao da atencao e da gestao nas Regioes de Saude, qualificando o cuidado por meio da integracao e articulacao continua entre os diferentes pontos de atencao.","transferir a totalidade da gestao do cuidado em saude para o setor privado, mantendo o SUS apenas como fonte de financiamento.","eliminar a hierarquizacao dos niveis de atencao, tornando todos os pontos de atencao equivalentes entre si.","restringir o acesso da populacao a um unico ponto de atencao fixo, sem possibilidade de referencia a outros niveis.",B,enfermeiro,ibfc,,politicas-publicas-de-saude,redes-de-atencao-a-saude-ras,,"A RAS busca superar a fragmentacao historica do cuidado e da gestao, qualificando a atencao por meio da integracao entre pontos de atencao. As demais alternativas distorcem ou invertem esse objetivo.",,,,,"Portaria de Consolidacao GM/MS no 3/2017, Anexo III.",,ACTIVE,banco-de-questoes-enfermagem,1.0,inedito
